,id,open,high,low,volume,market_cap,social_score,average_sentiment,price_score,social_impact_score,correlation_rank,volatility,percent_change_24h,market_cap_global,close
246,ID_34Zzh2,9172.113379,9172.113379,9157.220546,508122627.0,165095265839.48,5061388.0,3.7,1.3,3.8,1.9,0.00805491,-2.09321367691962,245305754984.0,9157.220546
247,ID_34aPHx,8102.582304,8108.925435,8102.582304,351068553.0,145546850776.21,3286016.0,3.7,2.7,2.0,2.0,0.00696679,-0.4075775783140422,218455158255.92,8102.78261
248,ID_34br6a,8343.118785,8450.828471,8329.763266,711252660.0,150951009968.22,32813988.0,3.7,2.8,4.5,3.0,0.05886342,-12.523502875381643,220660659314.34,8413.394382
250,ID_34cd9U,8714.584498,8714.584498,8706.727093,1294101320.0,158529951295.0,15419614.0,3.6,2.7,3.0,3.5,0.01117061,-1.4377640796719129,247736411925.0,8706.727093
251,ID_34cwyc,55158.388874,55158.388874,54820.616246,1959982470.0,1027550246974.0,48794161.0,3.6,3.6,3.0,3.2,0.01028203,-1.602099832272134,1762375831750.0,54853.975215
252,ID_34gYQW,19210.814809,19213.499916,19203.486103,770356601.0,356308726069.0,35403868.0,3.6,3.3,4.3,2.8,0.00545478,0.4214927277958686,568811768286.0,19213.499916
253,ID_34gkHN,11912.803906,11939.483823,11912.803906,1458337437.0,220159985458.0,23011578.0,3.7,3.7,4.1,3.6,0.01746339,-3.926918189567773,378581354549.0,11930.662784
254,ID_34hWZQ,7105.41319,7105.41319,7102.572268,753522896.0,128750349503.0,13243630.0,3.7,2.3,4.1,2.6,0.02790151,-0.8030582857486144,188323885244.0,7102.572268
255,ID_34hbnm,9272.518807,9283.701637,9272.518807,700441253.0,171245757200.0,11245429.0,3.6,2.5,4.2,2.4,0.00345227,0.2398793758743325,279908733610.0,9283.701637
256,ID_34hurb,21813.49285,21974.686993,21712.580321,2636734952.0,403483294764.0,88289612.0,3.7,3.1,3.6,4.8,0.04101648,12.27815677682686,629650450972.0,21731.94717
257,ID_34i6hb,7487.926558,7487.926558,7465.736634,350330104.0,135165798482.0,7497767.0,3.7,3.2,4.1,3.4,0.00505678,0.3076467063998905,201685563261.0,7465.736634
258,ID_34iTXw,56189.884025,56732.725507,55809.534966,4173038283.0,1055927628631.0,53920435.0,3.6,3.4,3.0,3.1,0.01927717,-6.192513502472496,1758890321851.0,56557.867034
260,ID_34kQhS,11182.602033,11182.602033,11098.475808,1005066980.0,204503240101.0,22054961.0,3.6,3.4,3.6,3.2,0.0087154,-1.160455926721109,334038499360.0,11098.475808
262,ID_34oMzw,6911.491896,6927.046293,6855.36098,1963740634.0,126395646373.0,13180486.0,3.6,2.6,4.1,4.2,0.02118908,3.130175363461691,192009820498.0,6855.36098
263,ID_34owS2,8492.551372,8492.551372,8488.113495,510620208.0,153041917885.0,13015432.0,3.6,2.9,4.1,2.9,0.00811727,-1.5792413813622026,232203725105.0,8489.722316
265,ID_34pWJ6,6064.572406,6080.509501,6064.572406,1132296948.0,110559585165.0,5364396.0,3.6,2.6,4.3,2.7,0.01881191,-2.8789265321396464,171618592625.0,6080.509501
267,ID_34pvmG,10394.224222,10394.224222,10279.307805,1984406509.0,186729316876.0,41395188.0,3.7,3.7,4.2,4.0,0.00679305,1.0650680123437894,304326005259.0,10279.307805
268,ID_34q5Tg,55554.75847,55697.439672,54742.153338,2949248391.0,1029937289376.0,48586849.0,3.7,3.2,4.3,3.5,0.03316985,-2.521529126961437,1739476935017.0,55216.069294
269,ID_34qgqj,7915.069891,7923.354528,7898.558424,364604177.0,142487657688.2,3803143.0,3.7,2.8,2.8,4.9,0.02123232,-2.680853468493744,213204871599.26,7921.930619
272,ID_34s29J,10674.59193,10692.885197,10674.59193,1015070688.0,197486545128.0,16464159.0,3.6,3.1,4.2,5.0,0.01230861,3.8406189814153233,350117998343.0,10692.885197
273,ID_34sYWY,12967.705853,13197.161472,12967.705853,1992800140.0,243155493487.0,44646140.0,3.7,3.4,3.9,4.7,0.03095103,10.31751444610238,401497025637.0,13197.161472
274,ID_34siHx,7187.715092,7207.179936,7160.258424,721114329.0,130626829999.0,8400422.0,3.6,1.8,4.2,3.3,0.01485597,1.2464154033461154,191388375628.0,7192.836377
276,ID_34tgGc,10324.575327,10324.575327,10254.413584,436370122.0,184579367686.0,6157708.0,3.7,1.0,4.1,3.0,0.00924662,-0.572090161078315,264097809496.76,10299.941082
277,ID_34tsXE,9441.13846,9441.13846,9429.57966,1326379207.0,173073846875.0,25221947.0,3.6,2.8,3.9,1.8,0.01452908,-0.531664977683216,259164136015.0,9429.57966
278,ID_34u3Jw,10974.391499,10974.391499,10960.663361,909102231.0,202538162458.0,9941856.0,3.6,3.0,4.2,3.2,0.00558943,0.7747193119137327,354927919397.0,10960.663361
279,ID_34uC3h,59109.927108,59135.132168,58725.50584,2180057007.0,1097228767613.0,61220607.0,3.6,3.0,4.0,4.1,0.02283484,5.6117816579346425,1850713692406.0,58831.462057
280,ID_34uojz,8660.178774,8666.323695,8660.178774,1139103552.0,158080829112.0,6309654.0,3.7,3.0,3.7,2.9,0.0104473,0.1359814323728818,246351439154.0,8666.323695
282,ID_34vfoG,6960.80741,6960.80741,6959.287402,505309969.0,126153549213.0,16361177.0,3.7,3.2,4.1,1.8,0.01214672,-3.056585894516465,185648470238.0,6959.887799
283,ID_34vxPE,7518.98575,7524.784468,7518.98575,1414327304.0,137845310708.0,14280632.0,3.7,2.9,4.1,3.9,0.02764393,5.52473848645614,216760443009.0,7524.784468
287,ID_35253f,8293.998872,8298.058495,8287.194895,343014775.0,150909209476.0,4554287.0,3.6,3.2,3.7,3.6,0.00868842,0.1077349001327931,226084029573.0,8298.058495
288,ID_352K5X,7687.99144,7693.996117,7663.721783,2028232980.0,141230143170.0,13429475.0,3.8,2.7,4.1,2.4,0.00851251,0.0964893045877954,221583614455.0,7693.996117
290,ID_353rwL,7299.918049,7299.918049,7270.321274,1588178191.0,133346074227.0,17017008.0,3.7,3.1,3.5,3.3,0.00744595,-0.0790971188469468,208126283477.0,7277.010496
291,ID_354vLN,47264.863411,47669.6354,47264.863411,1937779029.0,886070405483.0,38021757.0,3.7,2.7,3.5,3.6,0.02803914,-3.664127162444613,1499213253211.0,47648.3946
292,ID_3578rs,9284.486766,9298.047233,9275.740206,545021809.0,169618483280.0,16876662.0,3.7,3.2,4.3,3.6,0.01799286,2.575149135972339,252874826751.0,9286.473988
293,ID_357KFu,8409.595357,8432.406629,8403.410525,494000445.0,151212475588.78,8226869.0,3.7,2.6,4.1,3.0,0.07197895,1.8395745390356584,222602607972.23,8429.714455
294,ID_357Qvz,7489.017511,7489.268063,7453.642512,511509284.0,134113133925.94,3784551.0,3.7,3.0,3.0,2.5,0.03926614,-7.306437457292146,203834273656.0,7461.622148
295,ID_357zXH,9267.436727,9267.436727,9247.239844,851542497.0,170253403390.0,17986586.0,3.6,3.1,3.6,3.7,0.00730133,2.4909996862722954,269315457400.0,9247.239844
296,ID_359BST,9257.554375,9257.554375,9254.594046,543935052.0,169737033097.0,8250343.0,3.6,3.0,3.0,3.2,0.0036808,0.2951024299104569,277899373573.0,9254.594046
297,ID_35C8cE,10550.561074,10550.561074,10355.111637,1008470177.0,188799172923.0,23462305.0,3.7,1.6,4.1,3.4,0.0247834,1.1277750629041794,301256508689.0,10355.111637
300,ID_35FERD,9766.102545,9770.784229,9715.88325,1243616831.0,179506104825.0,20186303.0,3.7,4.2,4.2,2.6,0.00596345,-0.3543278495442397,278146498017.0,9724.531431
301,ID_35FxdK,7304.097374,7338.346646,7304.097374,652716405.0,133054418559.0,5992649.0,3.6,1.9,3.7,3.5,0.00569486,0.8459948934322157,194501171504.0,7338.346646
302,ID_35HwxK,9342.400631,9342.400631,9318.223868,690798804.0,170851979441.0,27278324.0,3.7,3.1,3.6,2.8,0.00296726,-0.040372807128458,275561764496.0,9318.223868
303,ID_35Lx69,9196.760677,9196.760677,9191.606101,515950306.0,168718359882.0,20193593.0,3.7,2.7,3.0,3.3,0.00292843,0.948921217465236,274742155063.0,9191.606101
304,ID_35PH2f,12924.038717,12944.65074,12924.038717,719846716.0,239465925274.0,14070348.0,3.7,3.5,3.0,2.7,0.00674892,-0.6983910947988229,396623435708.0,12944.65074
305,ID_35Pm6M,19732.599165,19814.802006,19712.603277,1903018926.0,366413867198.0,19141988.0,3.7,4.3,3.0,4.6,0.00774387,2.368358762485416,578963028785.0,19762.917319
306,ID_35RXuU,8719.740611,8729.560318,8620.97365,2168907654.0,158385045466.0,14669311.0,3.7,3.1,4.1,2.9,0.04027454,-1.6027048636825196,243758715096.0,8642.522791
307,ID_35SZvB,8106.192237,8108.420265,8087.770366,366338669.0,145257410334.43,6739644.0,3.7,2.2,2.0,3.0,0.00526393,-1.3083737559599642,215958939105.88,8095.008032
308,ID_35TPJF,9599.871789,9599.871789,9597.278029,730190157.0,177034138500.0,9723577.0,3.6,3.0,4.3,3.5,0.00412574,1.2926670617289822,293963572081.0,9597.278029
309,ID_35UasF,58933.434859,59252.928904,58817.973361,2159577128.0,1102207977678.0,120757946.0,3.7,3.0,4.1,3.7,0.02432657,5.290169051464769,1859138989276.0,59092.69536
310,ID_35VV9L,11125.266519,11125.266519,11119.331461,1122391663.0,205263453821.0,11323098.0,3.7,3.6,4.2,4.4,0.00506786,1.079626092619018,358257755382.0,11119.331461
311,ID_35VbE9,8139.993177,8149.025115,8139.993177,457902453.0,147081834651.0,20168768.0,3.6,1.9,4.2,3.2,0.00435262,0.7299567587988738,222743451226.0,8148.663145
312,ID_35W7eN,8947.799113,8974.226109,8946.571207,1699082174.0,164036527385.0,18833572.0,3.7,5.0,3.0,3.2,0.01327223,2.0958281364853093,248654635938.0,8974.226109
313,ID_35XH2R,43027.751436,43227.857664,42580.298663,2909842901.0,794832817913.0,427025487.0,3.6,3.0,3.5,4.8,0.04341121,11.231797292252551,1302783310910.0,42641.949038
314,ID_35XvMc,7209.418639,7210.591323,7204.718518,728690244.0,130280034233.0,9700565.0,3.6,3.1,3.0,3.8,0.00554414,0.90290582917092,192407677248.0,7210.591323
315,ID_35Y49m,36807.404133,37095.155667,36679.76723,3664377080.0,689665391727.0,57169425.0,3.7,5.0,4.2,3.5,0.0278262,6.058287610884702,1138298051693.0,37075.960748
317,ID_35Z7nY,9191.894086,9205.114798,9184.40245,993977737.0,168836144896.0,12048958.0,3.7,2.8,3.0,2.0,0.00771868,0.1949828064805415,257728888408.0,9205.114798
321,ID_35btco,45477.506849,45658.672465,44775.028841,2441360495.0,837768945261.0,30752674.0,3.6,3.0,3.6,2.8,0.02189567,-5.352970627722723,1398131941631.0,44980.327942
322,ID_35cH7g,9524.387942,9535.827591,9524.387942,1066760103.0,175080372014.0,19792147.0,3.7,3.1,4.1,3.6,0.02523428,-2.8302499639379817,271775519969.0,9531.095925
323,ID_35cHJz,16038.668139,16038.668139,16009.202586,851904969.0,296931167811.0,8558173.0,3.7,2.7,3.0,3.1,0.01186121,0.9443669105310516,467237924943.0,16009.202586
324,ID_35cMVu,9310.421517,9311.060621,9310.081999,433689601.0,169145213443.0,16870918.0,3.7,2.3,3.0,3.0,0.00654245,-1.0991929040839667,258110557295.0,9310.081999
325,ID_35dMi5,22795.072419,22994.094293,22795.072419,1612680734.0,427019280608.0,87433788.0,3.7,3.0,3.6,3.3,0.05848788,7.536296801003647,657508587183.0,22944.801653
326,ID_35eRSx,8658.623354,8660.957857,8658.623354,498846393.0,157590128064.0,29173985.0,3.6,2.9,3.0,3.6,0.00837703,-0.6795778431025247,236082932692.0,8660.957857
327,ID_35eTRG,9103.947292,9106.894094,9103.947292,713830763.0,167406592624.0,11725950.0,3.6,2.4,3.6,3.2,0.00527187,-0.2026043944950144,263222702501.0,9106.894094
328,ID_35exQt,13540.391316,13575.349788,13540.391316,1075070898.0,251449894798.0,12152825.0,3.6,3.0,3.4,4.5,0.01244856,2.131506385374028,405336063429.0,13575.349788
329,ID_35gnf8,8752.414156,8807.490847,8750.145998,1941658451.0,161714049625.0,20565005.0,3.7,2.9,3.7,2.9,0.05236968,-9.60917419783247,244457680261.0,8794.00778
330,ID_35gphA,9495.128822,9509.109622,9487.963767,1541497313.0,174769916720.0,20166082.0,3.7,3.0,3.9,4.0,0.01604128,3.0685229784969668,266457040447.0,9509.109622
331,ID_35hA4e,8891.844148,8922.064956,8885.947356,1800178230.0,163165149063.0,36186220.0,3.6,3.4,4.2,2.8,0.01331618,0.797040308618697,250160125249.0,8898.564499
332,ID_35hd8x,47999.545657,48499.008234,47865.879797,2800320268.0,900866276036.0,98347618.0,3.7,3.2,3.0,4.8,0.02780871,9.59028929002414,1486286587883.0,48499.008234
333,ID_35iLbx,57388.124061,57619.309191,57087.76838,4157003824.0,1068059964893.0,86525555.0,3.9,5.0,3.7,3.9,0.0366038,8.687240904963978,1798862549890.0,57411.57433
334,ID_35iXjT,9900.843243,9927.671693,9883.585374,2602686862.0,180268158509.0,10351849.0,3.6,3.2,4.1,2.5,0.01260427,-4.270823641192944,290408107360.0,9903.730175
337,ID_35k25P,7223.091702,7228.575415,7223.091702,349916037.0,130904405841.0,28595593.0,3.6,5.0,4.1,3.5,0.00442006,0.7308539584233003,195462302565.0,7223.848878
338,ID_35mD3U,22477.910306,22707.078735,22477.910306,2135109596.0,420775129907.0,68154080.0,3.7,3.1,3.7,3.7,0.0564686,15.034816678252744,655152816147.0,22707.078735
339,ID_35mjr5,55458.112617,55725.135894,55419.625051,3064328730.0,1034917761455.0,60801346.0,3.6,3.4,4.1,3.4,0.02574638,-1.965981881953496,1779886097410.0,55581.248044
343,ID_35ooyj,55515.334806,55534.713755,55179.82548,2178479093.0,1029451934156.0,59365216.0,3.6,3.1,3.0,3.1,0.00951289,-1.3030156884292998,1782347819858.0,55347.950454
345,ID_35paRq,7063.876762,7069.637966,7063.876762,341705388.0,128121461744.0,5529110.0,3.6,3.0,4.2,2.4,0.00436114,0.3598410344258487,192352390907.0,7069.637966
346,ID_35qZLZ,9159.848955,9161.340221,9158.075317,586058746.0,168050579234.0,10043682.0,3.6,3.0,3.5,4.0,0.00739635,1.6292771925478329,265452019927.0,9161.340221
348,ID_35rXbL,20724.146119,20847.701151,20702.33533,2547334343.0,386362499374.0,231957093.0,3.7,3.4,3.2,5.0,0.02012919,7.700499785361642,611334654563.0,20847.701151
350,ID_35s7aQ,16968.737774,17150.463868,16968.737774,1652674486.0,318074084608.0,63984940.0,3.8,4.2,3.4,4.4,0.01983094,4.504728754338569,494436902976.0,17150.463868
352,ID_35vco5,13208.558709,13232.353299,13182.63649,894478958.0,244370509873.0,14355649.0,3.6,3.0,4.1,2.4,0.01877905,-3.5409448490911606,399292038350.0,13182.63649
354,ID_35zE9Y,49823.145994,50528.048021,49738.131317,2497606520.0,938791473858.0,28619559.0,3.7,3.2,3.0,2.2,0.02541997,0.3126527809396235,1559234868380.0,50499.420695
356,ID_35zr33,57098.267943,57222.539114,56873.798902,1949718162.0,1060926887174.0,36625432.0,3.6,2.8,3.9,3.2,0.00714398,-0.4977720973355024,1765681094384.0,56948.937368
359,ID_363jqy,7222.504562,7222.791763,7177.633843,396265792.0,130360951479.0,14152761.0,3.6,3.8,4.0,2.9,0.01184111,-3.5611031966428364,193748482219.0,7177.633843
361,ID_365678,9354.339474,9354.339474,9350.821713,599638381.0,172526353157.0,14100860.0,3.6,3.0,4.2,3.1,0.0085258,-0.023955857888789,281003243534.0,9352.673353
362,ID_365Aso,18797.875233,18875.970091,18797.875233,5892201566.0,350188153789.0,28443517.0,3.6,3.0,4.0,3.5,0.01851142,2.942283396383434,574035057762.0,18875.970091
365,ID_366cXW,9852.441989,9852.441989,9712.973931,1174852029.0,176977958611.0,10117657.0,3.6,2.5,4.3,1.9,0.01088562,-2.428540672606184,283637739380.0,9712.973931
366,ID_368aiw,13221.85736,13262.056854,13221.85736,1165095083.0,246113198546.0,10443847.0,3.7,3.0,4.0,3.5,0.01151822,0.967453890587614,395896241237.0,13262.056854
367,ID_369Pen,8931.54473,8955.938948,8931.54473,1310030531.0,164163420119.0,8081847.0,3.7,3.2,4.3,3.1,0.01138713,1.741375644100454,252221960215.0,8955.938948
368,ID_369sRL,16774.051032,16837.45625,16760.487274,985805719.0,311547943802.0,31178571.0,3.6,3.0,3.0,2.4,0.02438317,1.2098647961198203,506259188389.0,16796.813374
369,ID_36AWLJ,7312.674433,7312.674433,7261.742854,490190306.0,131264064325.0,7452215.0,3.6,2.8,3.0,3.0,0.01270256,0.5874164266371299,199321560178.0,7266.98863
370,ID_36BGuD,11815.295771,11836.600089,11815.295771,1649932748.0,218130892798.0,19266946.0,3.6,3.3,3.7,3.7,0.00831899,-0.14705267670044,374883294193.0,11836.600089
373,ID_36EJ6b,9233.595623,9267.576206,9208.938565,1400075545.0,170185906562.0,9779259.0,3.6,3.7,3.7,2.5,0.00405595,-0.0825217603009695,275785521589.0,9219.138928
375,ID_36GEsk,9369.598225,9379.744235,9369.598225,680212557.0,172327005881.0,14227333.0,3.7,2.7,4.2,2.7,0.00681475,-0.1843464378159122,281721331458.0,9379.744235
376,ID_36HEXY,10524.229091,10527.671344,10524.229091,564394117.0,194712480700.0,8751129.0,3.6,3.0,4.1,2.9,0.00581152,0.7347238367094485,335449976004.0,10527.671344
379,ID_36KLdn,56956.566981,56997.815445,56404.683081,3596701548.0,1055019093807.0,58581381.0,3.5,2.9,3.6,3.4,0.01645742,-1.2944985121845345,1815864515820.0,56695.878748
383,ID_36M2rh,19398.13008,19649.999715,18966.475974,3621449711.0,360815971077.0,168325004.0,3.8,3.3,3.0,5.0,0.02275164,6.320640742168251,576632510637.0,19269.511748
385,ID_36MNxe,18541.009319,18541.835202,18510.905895,1018141962.0,343724567623.0,10015413.0,3.7,3.2,4.3,3.7,0.01804873,4.198042934432964,561012778107.0,18533.726107
387,ID_36NM39,7921.62877,7928.419395,7921.347832,330460254.0,142618199456.77,2735426.0,3.7,2.7,2.2,3.9,0.00456525,-0.3532705709072824,215310210269.0,7928.419395
388,ID_36NZ9z,11053.961489,11053.961489,11029.987082,887083254.0,203973916089.0,16104056.0,3.7,3.1,4.3,4.0,0.00945929,2.2540467084756304,352179164807.0,11029.987082
389,ID_36PsU4,11869.71539,11869.71539,11851.417063,902235328.0,218485858102.0,13832217.0,3.7,3.6,4.5,2.8,0.01191876,-1.152507598167115,369095288816.0,11851.417063
390,ID_36RyPg,10429.567144,10440.846957,10394.209263,397254118.0,186452717902.51,6922323.0,3.7,1.0,4.2,5.0,0.01113639,-0.2412945586137037,266695581725.69,10403.795487
391,ID_36S2Yr,10330.545815,10330.545815,10311.002095,388382661.0,184940588195.68,6129109.0,3.8,5.0,1.8,5.0,0.00897815,-0.453450063651745,267018654307.08,10311.002095
393,ID_36SgbE,8751.715328,8755.742875,8733.886582,573584080.0,158854999627.0,16239785.0,3.7,3.1,4.3,4.4,0.01414981,0.2377145971237737,238336975546.0,8753.992899
395,ID_36U4VK,7926.350883,7926.350883,7912.627434,491507208.0,143046046264.0,17777879.0,3.6,3.8,4.3,2.9,0.00638057,-1.76643199961404,216046950421.0,7921.103891
397,ID_36UDvr,11343.441591,11347.009193,11343.441591,504070632.0,209925742922.0,8638883.0,3.5,2.7,4.0,3.1,0.01184453,-0.0539369542068094,362622033761.0,11347.009193
398,ID_36UFk6,9662.261714,9662.261714,9616.117794,2086512476.0,177082185781.0,28439341.0,3.8,2.9,4.3,4.0,0.03016691,5.784648808116559,262683833465.0,9629.47602
399,ID_36UT2S,8291.987534,8301.867713,8283.384088,379287546.0,149321754798.68,8200570.0,3.7,3.6,2.4,3.3,0.00389281,-0.4699421298827077,227619068911.67,8288.357973
400,ID_36UUVt,16069.317464,16124.076408,16069.317464,1055191315.0,298508891523.0,8673206.0,3.6,1.5,4.3,3.0,0.00429902,0.5333397965996893,468814026730.0,16124.076408
402,ID_36V34j,9209.764662,9215.292248,9209.764662,653103993.0,169997533562.0,14713183.0,3.6,2.9,4.1,3.3,0.00481393,-0.8846183193453473,275219374361.0,9215.292248
403,ID_36VFY2,38018.202526,38252.692908,37618.858531,3603010943.0,707396714283.0,55760964.0,3.4,3.3,3.0,3.8,0.0180841,-5.828198059418827,1196037986740.0,38216.386495
404,ID_36VzDu,11222.417576,11239.091504,11222.417576,990731113.0,207714655936.0,17862852.0,3.6,3.1,3.0,3.8,0.02480204,2.2241975655895483,349117245249.0,11239.091504
405,ID_36YJCX,8240.790035,8315.785718,8240.790035,1113640446.0,151549304070.0,14947384.0,3.0,3.2,3.4,2.7,0.02894694,-7.102197507626173,234528879664.0,8315.785718
407,ID_36ZkF2,15120.628193,15127.250854,14748.340519,3446109439.0,278467013628.0,94541631.0,3.7,3.1,3.6,5.0,0.02879096,6.689084875435651,434728143258.0,15028.202189
409,ID_36bGfJ,8503.497344,8508.341812,8502.377272,512222081.0,153382390495.0,9338871.0,3.6,3.1,4.1,3.0,0.0076691,-1.5605371404111503,232834823701.0,8504.50479
412,ID_36d7hx,9223.365624,9226.358689,9223.365624,457050885.0,169332676616.0,9753705.0,3.7,5.0,3.0,2.8,0.00340936,-0.1665916758028558,276921496175.0,9226.358689
414,ID_36e9fD,21746.364986,21824.385438,21746.364986,1480673527.0,404618323431.0,113517816.0,3.7,3.0,3.6,4.8,0.04255832,12.372317640370076,630976838478.0,21768.844289
417,ID_36fUfL,6971.869812,6974.019649,6971.869812,1188020591.0,127660088481.0,11719468.0,3.6,3.2,3.5,3.3,0.00627171,2.1094464488212386,202348606651.0,6974.019649
418,ID_36gFZq,14428.639297,14441.330369,14415.984394,1591929507.0,267353954001.0,22577961.0,3.6,3.3,3.0,4.0,0.01653193,5.5667485706200095,420092130347.0,14441.330369
419,ID_36jcx2,6181.83548,6181.83548,6154.236408,1210740342.0,112670883936.0,7559215.0,3.6,3.6,3.7,3.0,0.02712062,-2.2759233177195584,173887250703.0,6164.124963
421,ID_36kSpG,10340.011078,10340.011078,10331.196236,683795243.0,191053182082.0,17014386.0,3.6,3.0,4.1,2.7,0.00465965,0.4243093182463924,339518493560.0,10331.196236
424,ID_36nqNU,57323.283978,57538.858974,57323.283978,2488661882.0,1075802587404.0,23399413.0,3.7,3.2,3.0,3.2,0.00979521,-1.688249085709802,1825422228944.0,57497.002579
426,ID_36psWa,7330.568923,7344.569444,7284.417702,813661948.0,132452418564.0,9075349.0,3.6,3.2,4.2,3.0,0.0157166,2.1386773087246183,193924269841.0,7298.194439
427,ID_36rY3n,6703.96421,6712.88779,6656.758591,1566059354.0,122571374710.0,16859461.0,3.6,3.0,4.1,3.1,0.02222693,2.107496432626692,185457539346.0,6701.389125
428,ID_36rzHV,9021.17181,9026.073126,9004.969922,636466175.0,162684723228.03,4684320.0,3.7,3.7,3.8,3.1,0.00778422,-1.8884037919205003,244070158646.0,9019.468732
429,ID_36s8eC,58953.319998,58953.319998,58808.040425,3967671628.0,1103635222045.0,48701370.0,3.6,3.3,3.0,3.0,0.00618386,-1.0344465959689226,1971344994568.0,58903.391494
430,ID_36tXHN,9297.59471,9297.59471,9250.882554,1147846689.0,170425572871.0,13879465.0,3.7,3.8,4.3,2.6,0.00539235,-2.5262672350868534,263320166712.0,9259.354998
431,ID_36tnwj,54443.344782,54564.808745,53984.191011,2887174094.0,1010480587981.0,89345160.0,3.6,1.5,3.9,4.2,0.01619027,-1.7367598581891193,1723543010840.0,54122.240116
433,ID_36uT8B,11086.623505,11117.376165,11086.623505,1088888398.0,204657436610.0,22598782.0,3.6,3.4,3.0,4.0,0.00980988,1.1144576667163746,330989158788.0,11117.376165
